i need to make a report due to fraudulent activity on my card	report_fraud	O O O O O O O O O O O O B-transaction-to
due to fraudulent activity on my card i need to make a report	report_fraud	O O O O O O B-transaction-to O O O O O O
how do i report a fraudulent charge on my visa	report_fraud	O O O O O O O O O B-transaction-to
how do i report fraud on my discover card	report_fraud	O O O O O O O B-transaction-to I-transaction-to
how do i let visa know about a charge i didn ' t make	report_fraud	O O O O B-transaction-to O O O O O O O O O
help me tell visa about fraud on my account	report_fraud	O O O B-transaction-to O O O O O
how do i tell mastercard about a fraudulent charge	report_fraud	O O O O B-transaction-to O O O O
i have activity on my bank of america card i don ' t recognize	report_fraud	O O O O O B-transaction-to I-transaction-to I-transaction-to I-transaction-to O O O O O
i think a thief used my card	report_fraud	O O O O O O B-transaction-to
i have suspicious charges on my discovery card	report_fraud	O O O O O O B-transaction-to I-transaction-to
i believe there ' s fraud on my card	report_fraud	O O O O O O O O B-transaction-to
i need to report fraudulent activity on my mastercard	report_fraud	O O O O O O O O B-transaction-to
i think someone ' s using my visa card without my permission	report_fraud	O O O O O O O B-transaction-to I-transaction-to O O O
i have transactions on my card that aren ' t mine	report_fraud	O O O O O B-transaction-to O O O O O
my card has purchases i don ' t recognize	report_fraud	O B-transaction-to O O O O O O O
someone misused my card and put fraudulent transactions on it	report_fraud	O O O B-transaction-to O O O O O O
i have charges on my amex card i didn ' t make	report_fraud	O O O O O B-transaction-to I-transaction-to O O O O O
disable my card account and contact company to report fraudulent activty	report_fraud	O O B-transaction-to O O O O O O O O
i need to report fraudulent activity to my card company	report_fraud	O O O O O O O O B-transaction-to O
please contact my credit card company to report fraudulent activity on	report_fraud	O O O B-transaction-to I-transaction-to O O O O O O
it looks like someone made an unauthorized amazon purchase on my account	report_fraud	O O O O O O O B-transaction-from O O O O
i think my chase account has been compromised and fraud committed	report_fraud	O O O B-transaction-to O O O O O O O
i may have had fraud committed on my account	report_fraud	O O O O O O O O O
i ' m thinking someone may have used my card in a fraudulent way	report_fraud	O O O O O O O O O B-transaction-to O O O O
there is a fraudulent charge for paypal on my bank account	report_fraud	O O O O O O B-transaction-from O O O O
i think the charge for uber on my account is fraudulent	report_fraud	O O O O O B-transaction-from O O O O O
looks like someone made an unauthorized charge to nike on my account	report_fraud	O O O O O O O O B-transaction-from O O O
i think someone stole my card and used it	report_fraud	O O O O O B-transaction-to O O O
i think someone made an illegal charge to my card	report_fraud	O O O O O O O O O B-transaction-to
my account is showing a charge to venmo that i did not make	report_fraud	O O O O O O O B-transaction-from O O O O O
i gotta report fraudulent activity on my credit card	report_fraud	O O O O O O O B-transaction-to I-transaction-to
so i made a fraudulent transaction	report_fraud	O O O O O O
i have a fraudulent transaction from wal mart on my account right now	report_fraud	O O O O O O B-transaction-from I-transaction-from O O O O O
turns out i made a fraudulent transaction	report_fraud	O O O O O O O
report fraudulent activity on my debit card	report_fraud	O O O O O B-transaction-to I-transaction-to
i made a fraudulent transaction	report_fraud	O O O O O
i have a fraudulent transaction from wal mart showing on my account	report_fraud	O O O O O O B-transaction-from I-transaction-from O O O O
i think i made a fraudulent transaction	report_fraud	O O O O O O O
i have a fraudulent transaction from wal mart on my account	report_fraud	O O O O O O B-transaction-from I-transaction-from O O O
i must report fraudulent activity on my debit	report_fraud	O O O O O O O B-transaction-to
i have a fraudulent transaction from red robin on my account	report_fraud	O O O O O O B-transaction-from I-transaction-from O O O
report fraudulent activity on my credit card now	report_fraud	O O O O O B-transaction-to I-transaction-to O
i have a fraudulent transaction from fry ' s on my account	report_fraud	O O O O O O B-transaction-from I-transaction-from I-transaction-from O O O
i got to report fraudulent activity on my credit card	report_fraud	O O O O O O O O B-transaction-from I-transaction-from
i ' m afraid there is a FALSE transaction on my account	report_fraud	O O O O O O O O O O O O
i have detected fraudulent activity on my account	report_fraud	O O O O O O O O
i see a fraudulent transaction from netflix on my account	report_fraud	O O O O O O B-transaction-from O O O
i spotted a fraudulent transaction from microsoft on my account	report_fraud	O O O O O O B-transaction-from O O O
i see a suspicious transaction in my account history	report_fraud	O O O O O O O O O
it seems someone conducted a fraudulent transaction on my account	report_fraud	O O O O O O O O O O
i need help investigating a suspicious transaction	report_fraud	O O O O O O O
i need to report a fraudulent transaction from postmates on my account	report_fraud	O O O O O O O O B-transaction-from O O O
help me figure out where this fraudulent transaction from google came from on my account	report_fraud	O O O O O O O O O B-transaction-from O O O O O
can you help me deal with this fraudulent transaction from verizon on my account	report_fraud	O O O O O O O O O O B-transaction-from O O O
i believe there are fraudulent charges on my card how can i report them	report_fraud	O O O O O O O O B-transaction-to O O O O O
i didn ' t make these purchases on my card ; these are fraudulent charges i need to report them	report_fraud	O O O O O O O O O B-transaction-to O O O O O O O O O O
how can i report fraudulent charges on my card	report_fraud	O O O O O O O O B-transaction-to
it seems that there ' s fraudulent activity on my card i ' d like to file a report	report_fraud	O O O O O O O O O O B-transaction-to O O O O O O O O
i want to report fraudulent activity on my card	report_fraud	O O O O O O O O B-transaction-to
send information about suspicious credit card activity	report_fraud	O O O O B-transaction-to I-transaction-to O
please report information about activity on my credit card	report_fraud	O O O O O O O B-transaction-to I-transaction-to
send fraudulent activity information	report_fraud	O O O O
please file a fraud report	report_fraud	O O O O O
report fraud on my card	report_fraud	O O O O B-transaction-to
i want to report fraudulent activity on my visa card , please	report_fraud	O O O O O O O O B-transaction-to I-transaction-to O O
i need to report fraudulent activity on my visa card , please	report_fraud	O O O O O O O O B-transaction-to I-transaction-to O O
i want to report fraudulent activity on my amex card	report_fraud	O O O O O O O O B-transaction-to I-transaction-to
i want to report fraudulent activity on my visa card	report_fraud	O O O O O O O O B-transaction-to I-transaction-to
i want to report fraudulent activity on my amex card , please	report_fraud	O O O O O O O O B-transaction-to I-transaction-to O O
i believe that there is some fraudulent activity on my capital one account	report_fraud	O O O O O O O O O O B-transaction-to I-transaction-to O
there is an unauthorized transaction on my bank of america checking	report_fraud	O O O O O O O B-transaction-to I-transaction-to I-transaction-to I-transaction-to
i see a purchase on my chase checking that i did not make	report_fraud	O O O O O O B-transaction-to I-transaction-to O O O O O
what steps do i take if there is a transaction that i do not recognize on my navy federal credit union account	report_fraud	O O O O O O O O O O O O O O O O O B-transaction-to I-transaction-to I-transaction-to I-transaction-to O
i need to talk to someone about a transaction that was not made by me on my chase account	report_fraud	O O O O O O O O O O O O O O O O O B-transaction-to I-transaction-to
can you report credit card fraud for me	report_fraud	O O O B-transaction-to I-transaction-to O O O
discover card reporting fraud	report_fraud	B-transaction-to I-transaction-to O O
i need to know how to report fraud on my discover card	report_fraud	O O O O O O O O O O B-transaction-to I-transaction-to
i need $ 20 , 000 transferred from my savings to my checking	transfer	O O B-amount I-amount I-amount I-amount O O O B-account-from O O B-account-to
complete a transaction from savings to checking of $ 20000	transfer	O O O O B-account-from O B-account-to O B-amount I-amount
transfer $ 20000 from my savings account to checking account	transfer	O B-amount I-amount O O B-account-from O O B-account-to O
take $ 6 , 000 from savings and put it in checking	transfer	O B-amount I-amount I-amount I-amount O B-account-from O O O O B-account-to
put $ 20000 into my checking account from my savings account	transfer	O B-amount I-amount O O B-account-to O O O B-account-from O
send 100 dollars between bank of the west and bank of america acccounts	transfer	O B-amount I-amount O B-account-from I-account-from I-account-from I-account-from O B-account-to I-account-to I-account-to O
send 50 dollars between bank of america and chase accounts	transfer	O B-amount I-amount O B-account-from I-account-from I-account-from O B-account-to O
send 2000 dollars between chase and rabobank accounts	transfer	O B-amount I-amount O B-account-from O B-account-to O
send 1200 dollars between usaa and navy federal accounts	transfer	O B-amount I-amount O B-account-from O B-account-to I-account-to O
send 400 dollars between city bank and usaa accounts	transfer	O B-amount I-amount O B-account-from I-account-from O B-account-to O
take $ 40 and transfer it to account a from b	transfer	O B-amount I-amount O O O O O B-account-to O B-account-from
transfer $ 40 from account a to b	transfer	O B-amount I-amount O O B-account-from O B-account-to
move $ 40 from account b to account a	transfer	O B-amount I-amount O O B-account-from O O B-account-to
put $ 40 from account a to b	transfer	O B-amount I-amount O O B-account-from O B-account-to
take $ 40 from account a and transfer it to account b	transfer	O B-amount I-amount O O B-account-from O O O O O B-account-to
i need to transfer from this account to that one	transfer	O O O O O B-account-from O O B-account-to I-account-to
need to transfer from one account to my other one	transfer	O O O O B-account-from O O O B-account-to I-account-to
i would like to transfer from one account to my second one	transfer	O O O O O O B-account-from O O O B-account-to I-account-to
i need to transfer from one account to my second one	transfer	O O O O O B-account-from O O O B-account-to I-account-to
i have to transfer from one account to my other one	transfer	O O O O O B-account-from O O O B-account-to I-account-to
send fifty dollars from me to carrie	transfer	O B-amount I-amount O B-account-from O B-account-to
transfer sixty dollars to dad from my biggest accnt	transfer	O B-amount I-amount O B-account-to O O B-account-from O
send over a hundred dollars from huntington into saving	transfer	O O O B-amount I-amount O B-account-from O B-account-to
move 57 dollars from saving into mom	transfer	O B-amount I-amount O B-account-from O B-account-to
transfer two hundred dollars between my portfolio and my money market account	transfer	O B-amount I-amount I-amount O O B-account-from O O B-account-to I-account-to O
i need to transfer ten dollars from my bank of america account to my capital one account	transfer	O O O O B-amount I-amount O O B-account-from I-account-from I-account-from O O O B-account-to I-account-to O
go ahead and send ten dollars from bank of america to capital one	transfer	O O O O B-amount I-amount O B-account-from I-account-from I-account-from O B-account-to I-account-to
i must transfer ten dollars from my bank of america account to my capital one account	transfer	O O O B-amount I-amount O O B-account-from I-account-from I-account-from O O O B-account-to I-account-to O
i got to transfer ten dollars from my bank of america account to my capital one account	transfer	O O O O B-amount I-amount O O B-account-from I-account-from I-account-from O O O B-account-to I-account-to O
i want you to send ten dollars from bank of america to capital one	transfer	O O O O O B-amount I-amount O B-account-from I-account-from I-account-from O B-account-to I-account-to
i need you to send ten dollars from bank of america to capital one	transfer	O O O O O B-amount I-amount O B-account-from I-account-from I-account-from O B-account-to I-account-to
i have to transfer ten dollars from my bank of america account to my capital one account	transfer	O O O O B-amount I-amount O O B-account-from I-account-from I-account-from O O O B-account-to I-account-to O
send ten dollars from bank of america to capital one	transfer	O B-amount I-amount O B-account-from I-account-from I-account-from O B-account-to I-account-to
please send ten dollars from bank of america to capital one	transfer	O O B-amount I-amount O B-account-from I-account-from I-account-from O B-account-to I-account-to
make a transfer of $ 200 from my savings account to my checking account	transfer	O O O O B-amount I-amount O O B-account-from O O O B-account-to O
please transfer $ 250 from checking to savings	transfer	O O B-amount I-amount O B-account-from O B-account-to
transfer $ 500 from my checking to my savings	transfer	O B-amount I-amount O O B-account-from O O B-account-to
please transfer $ 100 from my checking to my savings account	transfer	O O B-amount I-amount O O B-account-from O O B-account-to O
transfer $ 500 from my money market savings account to my checking account	transfer	O B-amount I-amount O O B-account-from I-account-from I-account-from O O O B-account-to O
send money from one account to another	transfer	O O O B-account-from O O B-account-to
transfer 200 dollars from paypal to savings	transfer	O B-amount I-amount O B-account-from O B-account-to
transfer $ 10 from checking to savings	transfer	O B-amount I-amount O B-account-from O B-account-to
send $ 100 from paypal to my bank	transfer	O B-amount I-amount O B-account-from O O O
please transfer 100 dollars between my amazon payments and savings accounts	transfer	O O B-amount I-amount O O B-account-from I-account-from O B-account-to O
i would like to make a transfer	transfer	O O O O O O O
i want to transfer funds between accounts	transfer	O O O O O O O
send over 50 dollars between my shared and not shared accounts	transfer	O O B-amount I-amount O O B-account-from O B-account-to I-account-to O
whats the quickest way to money from one account to another	transfer	O O O O O O O O O O O
what is the process to move money from one account to another	transfer	O O O O O O O O O O O O
i need you to send 500 dollars from my high tier account to my regular checking account	transfer	O O O O O B-amount I-amount O O B-account-from I-account-from O O O B-account-to I-account-to O
can you transfer money from a to b	transfer	O O O O O B-account-from O B-account-to
send my money between accounts	transfer	O O O O O
how can i send money from one account to another	transfer	O O O O O O O O O O
i need to move money from one account to another	transfer	O O O O O O O O O O
send $ 20 from debit to steve ' s account	transfer	O B-amount I-amount O B-account-from O B-account-to O O O
send 20 dollars from savings to checking	transfer	O B-amount I-amount O B-account-from O B-account-to
please transfer my funds	transfer	O O O O
please transfer $ 50 to my checking account from credit	transfer	O O B-amount I-amount O O B-account-to O O B-account-from
go ahead and move $ 200 from amazon to my bank account	transfer	O O O O B-amount I-amount O B-account-from O O O O
help me move my money	transfer	O O O O O
i need my money to be moved	transfer	O O O O O O O
help me move my money please	transfer	O O O O O O
i need to move my money	transfer	O O O O O O
move my money please	transfer	O O O O
i would like to transfer $ 5 from savings to checking	transfer	O O O O O B-amount I-amount O B-account-from O B-account-to
transfer $ 5 from savings to checking	transfer	O B-amount I-amount O B-account-from O B-account-to
can you transfer $ 5 from savings to checking	transfer	O O O B-amount I-amount O B-account-from O B-account-to
send $ 5 from savings to checking	transfer	O B-amount I-amount O B-account-from O B-account-to
please transfer $ 5 from savings to checking	transfer	O O B-amount I-amount O B-account-from O B-account-to
please switch $ s checking to mortage	transfer	O O O O B-account-from O B-account-to
please transfer $ s from saving to checking	transfer	O O O O O B-account-from O B-account-to
could you transfer $ x from saving to checking	transfer	O O O O O O B-account-from O B-account-to
help me transfer $ x from credit to debit	transfer	O O O O O O B-account-from O B-account-to
please transfer $ x from checking to saving	transfer	O O O O O B-account-from O B-account-to
transfer money to another account	transfer	O O O O O
requesting money transfer between accounts	transfer	O O O O O
transfer money from this account to that account	transfer	O O O B-account-from O O B-account-to O
can you transfer money from my account	transfer	O O O O O O O
money transfer request	transfer	O O O
send 100 dollars from checking to savings	transfer	O B-amount I-amount O B-account-from O B-account-to
transfer 100 dollars checking to savings	transfer	O B-amount I-amount B-account-from O B-account-to
transfer 100 dollars between checking and savings	transfer	O B-amount I-amount O B-account-from O B-account-to
take 100 dollars from checking and send it to savings	transfer	O B-amount I-amount O B-account-from O O O O B-account-to
move 100 dollars from checking to savings	transfer	O B-amount I-amount O B-account-from O B-account-to
can we wire some money over to the other account i have	transfer	O O O O O O O O O O O O
time to move some cash from one account to another	transfer	O O O O O O B-account-from O O B-account-to
i need to throw some money into that other account	transfer	O O O O O O O O B-account-to O
let ' s send some money to another account	transfer	O O O O O O O B-account-to O
i want to initiate a transfer from one account to the other	transfer	O O O O O O O B-account-from O O O B-account-to
transfer money from one place to another	transfer	O O O B-account-from O O B-account-to
move money from B-account-from account to another	transfer	O O O O O O B-account-to
transfer between two accounts	transfer	O O O O
make a transfer between accounts	transfer	O O O O O
send money to another account	transfer	O O O O O
i need ten dollars sent from b of a to washington mutual	transfer	O O B-amount I-amount O O B-account-from I-account-from I-account-from O B-account-to I-account-to
transfer fifty dollars between my chase and bank of america account	transfer	O B-amount I-amount O O B-account-from O I-account-from I-account-from I-account-from O
deposit ten bucks from my chase account to my ally account	transfer	O B-amount I-amount O O B-account-from O O O B-account-to O
put a hundred dollars in my ally account from bluebird	transfer	O O B-amount I-amount O O B-account-to O O B-account-from
i want B-amount I-amount transferred from b of a to chase	transfer	O O O O O O B-account-from I-account-from I-account-from O B-account-to
can i initiate a one-time transfer from my savings account to my money market account	transfer	O O O O O O O O B-account-from O O O B-account-to I-account-to O
can i initiate a one-time transfer to my money market account from my savings account	transfer	O O O O O O O O B-account-to I-account-to O O O B-account-from O
transfer $ 0 . 53 from account a to b	transfer	O B-amount I-amount I-amount I-amount O O B-account-from O B-account-to
send $ 232 . 03 from savings account to checking	transfer	O B-amount I-amount I-amount I-amount O O B-account-from O B-account-to
move 57 . 10 from saving into mom	transfer	O B-amount I-amount I-amount O B-account-from O B-account-to
listen to westbam alumb allergic on google music	PlayMusic	O O B-artist O B-album O B-service I-service 
add step to me to the 50 clásicos playlist 	AddToPlaylist	O B-entity_name I-entity_name I-entity_name O O B-playlist I-playlist O 
i give this current textbook a rating value of 1 and a best rating of 6	RateBook	O O O B-object_select B-object_type O O O O B-rating_value O O O O O B-best_rating 
play the song little robin redbreast	PlayMusic	O O B-music_item B-track I-track I-track 
please add iris dement to my playlist this is selena	AddToPlaylist	O O B-artist I-artist O B-playlist_owner O B-playlist I-playlist I-playlist 
add slimm cutta calhoun to my this is prince playlist  	AddToPlaylist	O B-artist I-artist I-artist O B-playlist_owner B-playlist I-playlist I-playlist O 
i want to listen to seventies music 	PlayMusic	O O O O O B-year O 
play a popular chant by brian epstein	PlayMusic	O O B-sort B-music_item O B-artist I-artist 
find fish story 	SearchScreeningEvent	O B-movie_name I-movie_name 
book a spot for 3 in mt	BookRestaurant	O O O O B-party_size_number O B-state 
i need a forecast for jetmore  massachusetts in 1 hour and 1 second from now	GetWeather	O O O O O B-city B-state O B-timeRange I-timeRange I-timeRange I-timeRange I-timeRange I-timeRange I-timeRange 
rate this series a 5	RateBook	O B-object_select B-object_part_of_series_type O B-rating_value 
give me a list of movie times for films in the area 	SearchScreeningEvent	O O O O O B-object_type I-object_type O B-movie_type B-spatial_relation I-spatial_relation I-spatial_relation 
can you play me some eighties music by adele	PlayMusic	O O O O O B-year O O B-artist 
please let me know the weather forcast of stanislaus national forest far in nine months	GetWeather	O O O O O O O O B-geographic_poi I-geographic_poi I-geographic_poi B-spatial_relation B-timeRange I-timeRange I-timeRange 
book a restaurant for eight people in six years   	BookRestaurant	O O B-restaurant_type O B-party_size_number O B-timeRange I-timeRange I-timeRange 
i need to book a restaurant in fork mountain  sc for valarie  mari and i	BookRestaurant	O O O O O B-restaurant_type O B-city I-city B-state O B-party_size_description I-party_size_description I-party_size_description I-party_size_description 
add to playlist confidence boost here comes santa claus	AddToPlaylist	O O O B-playlist I-playlist B-entity_name I-entity_name I-entity_name I-entity_name 
book a restaurant at sixteen o clock in sc	BookRestaurant	O O B-restaurant_type O B-timeRange I-timeRange I-timeRange O B-state 
add another artist to the spotlight on country 2016 playlist  	AddToPlaylist	O O B-music_item O O B-playlist I-playlist I-playlist I-playlist O 
find a movie house showing cage without a key	SearchScreeningEvent	O O B-object_location_type I-object_location_type O B-movie_name I-movie_name I-movie_name I-movie_name 
add sugarolly days to my list  your favorite slaughterhouse	AddToPlaylist	O B-entity_name I-entity_name O B-playlist_owner O B-playlist I-playlist I-playlist 
show me the picture creatures of light and darkness	SearchCreativeWork	O O O B-object_type B-object_name I-object_name I-object_name I-object_name I-object_name 
search for the adventures of cookie & cream	SearchCreativeWork	O O B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name 
add this track to my global funk	AddToPlaylist	O O B-music_item O B-playlist_owner B-playlist I-playlist 
find animated movies nearest at a movie house	SearchScreeningEvent	O B-movie_type I-movie_type B-spatial_relation O O B-object_location_type I-object_location_type 
play hell house song	SearchCreativeWork	O B-object_name I-object_name B-object_type 
give this novel 5 stars	RateBook	O B-object_select B-object_type B-rating_value B-rating_unit 
find me showtimes for animated movies in the neighbourhood 	SearchScreeningEvent	O O O O B-movie_type I-movie_type B-spatial_relation I-spatial_relation I-spatial_relation 
find movie times	SearchScreeningEvent	O B-object_type I-object_type 
play the top-20 best chicane songs on deezer	PlayMusic	O O B-sort I-sort B-artist O O B-service 
i want to give this current textbook 4 points 	RateBook	O O O O O B-object_select B-object_type B-rating_value B-rating_unit 
add manuelita to my indiespensables playlist	AddToPlaylist	O B-entity_name O B-playlist_owner B-playlist O 
show movie schedules for douglas theatre company	SearchScreeningEvent	O B-object_type I-object_type O B-location_name I-location_name I-location_name 
i d like to see the show onion sportsdome 	SearchCreativeWork	O O O O O O B-object_type B-object_name I-object_name 
i d like to go to the popular bistro in oh	BookRestaurant	O O O O O O O B-sort B-restaurant_type O B-state 
what s the weather in my current spot the day after tomorrow	GetWeather	O O O O O O B-current_location I-current_location B-timeRange I-timeRange I-timeRange I-timeRange 
